组别,代码,名称,昨日弱势依据,昨日涨跌幅%,昨日最高价,昨日收盘价,竞价价格,竞价涨幅%,竞价成交额元,昨日竞价成交额元,竞价额较昨日倍数,竞价换手率%,昨日回落收复比例,未通过条件
B,000657.SZ,中钨高新,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.837524,63.37,60.9,61.86,1.576355,31233114.0,37906885.0,0.823943,0.034738,0.388664,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603122.SH,合富中国,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-4.688701,13.65,12.4,12.34,-0.483871,13353114.0,16271864.0,0.820626,0.271848,-0.048,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600262.SH,北方股份,昨日下跌至少1%,-1.274313,15.0,14.72,14.82,0.679348,220818.0,269328.0,0.819885,0.006261,0.357143,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603124.SH,江南新材,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.156463,138.21,130.77,133.1,1.781754,1929950.0,2354940.0,0.819533,0.018683,0.313172,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600382.SH,广东明珠,昨日下跌至少1%,-1.597444,6.27,6.16,6.18,0.324675,150174.0,183520.0,0.818298,0.003748,0.181818,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600480.SH,凌云股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.428571,7.83,7.59,7.62,0.395257,270510.0,331678.0,0.81558,0.002926,0.125,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600219.SH,南山铝业,昨日下跌至少1%,-1.271186,4.72,4.66,4.69,0.643777,3697127.0,4535504.0,0.815152,0.006865,0.5,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍
B,601162.SH,天风证券,昨日下跌至少1%,-1.385042,3.6,3.56,3.57,0.280899,1577940.0,1937164.0,0.814562,0.005141,0.25,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603297.SH,永新光学,昨日下跌至少1%,-1.763179,112.8,109.76,110.7,0.856414,387450.0,478934.0,0.808984,0.003161,0.309211,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002150.SZ,正泰电源,昨日下跌至少1%,-1.445087,20.94,20.46,20.79,1.612903,906444.0,1122381.0,0.807608,0.012162,0.6875,竞价额不足500万；竞价额未达到昨日1.5倍
B,002279.SZ,久其软件,昨日下跌至少1%,-1.319648,6.88,6.73,6.8,1.040119,1134920.0,1411356.0,0.804134,0.020965,0.466667,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002170.SZ,芭田股份,昨日下跌至少1%,-1.357466,11.05,10.9,10.95,0.458716,430335.0,539118.0,0.79822,0.004973,0.333333,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600754.SH,锦江酒店,昨日下跌至少1%,-1.503759,18.65,18.34,18.34,0.0,632730.0,793221.0,0.797672,0.003808,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600118.SH,中国卫星,昨日下跌至少1%,-1.459478,58.76,57.39,57.77,0.662136,4026569.0,5048559.0,0.797568,0.005894,0.277372,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603091.SH,众鑫股份,昨日下跌至少1%,-2.436441,47.19,46.05,46.24,0.412595,78608.0,98700.0,0.796434,0.003862,0.166667,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002129.SZ,TCL中环,昨日下跌至少1%,-2.708804,8.86,8.62,8.73,1.276102,3624696.0,4555942.0,0.795597,0.010278,0.458333,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002859.SZ,洁美科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.400147,69.39,66.9,67.69,1.180867,4305084.0,5427000.0,0.793271,0.014849,0.317269,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600536.SH,中国软件,昨日下跌至少1%,-2.110901,31.78,31.07,31.23,0.514966,1061820.0,1342061.0,0.791186,0.00403,0.225352,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600339.SH,中油工程,昨日下跌至少1%,-1.801802,3.3,3.27,3.25,-0.611621,915850.0,1162590.0,0.787767,0.005047,-0.666667,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603271.SH,永杰新材,昨日下跌至少1%,-1.725914,38.99,38.15,38.22,0.183486,401310.0,512424.0,0.78316,0.011102,0.083333,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600021.SH,上海电力,昨日下跌至少1%,-1.845018,13.56,13.3,13.33,0.225564,1087728.0,1393968.0,0.780311,0.002892,0.115385,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603379.SH,三美股份,昨日冲高回落且收于日内下半区,-0.967492,52.75,51.18,51.45,0.52755,663705.0,852720.0,0.778339,0.002113,0.171975,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603733.SH,仙鹤股份,昨日下跌至少1%,-1.587302,19.02,18.6,18.63,0.16129,128547.0,165704.0,0.775763,0.000844,0.071429,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600906.SH,财达证券,昨日下跌至少1%,-1.410658,6.37,6.29,6.33,0.63593,1157757.0,1496874.0,0.77345,0.00861,0.5,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍
B,000993.SZ,闽东电力,昨日下跌至少1%,-2.75974,18.47,17.97,18.3,1.836394,70648980.0,91669760.0,0.77069,0.843015,0.66,竞价额未达到昨日1.5倍
B,601778.SH,晶科科技,昨日下跌至少1%,-2.493075,3.58,3.52,3.53,0.284091,1045939.0,1360400.0,0.768847,0.007959,0.166667,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600111.SH,北方稀土,昨日下跌至少1%,-2.027207,37.45,36.73,36.96,0.626191,4989600.0,6498570.0,0.7678,0.003734,0.319444,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603618.SH,杭电股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-4.072511,41.6,38.63,39.3,1.734403,22306680.0,29198736.0,0.76396,0.082097,0.225589,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603920.SH,世运电路,昨日冲高回落且收于日内下半区,1.636661,45.58,43.47,44.1,1.449275,7430850.0,9748468.0,0.762258,0.023384,0.298578,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600210.SH,紫江企业,昨日下跌至少1%,-1.574803,6.35,6.25,6.25,0.0,251250.0,331692.0,0.75748,0.00265,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000975.SZ,山金国际,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-5.656109,26.43,25.02,25.67,2.597922,10383515.0,13881259.0,0.748024,0.016031,0.460993,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002643.SZ,万润股份,昨日下跌至少1%,-1.049475,13.52,13.2,13.39,1.439394,1138150.0,1522094.0,0.747753,0.009421,0.59375,竞价额不足500万；竞价额未达到昨日1.5倍
B,600110.SH,诺德股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.625103,12.34,11.87,12.2,2.780118,16338240.0,21867219.0,0.747157,0.077179,0.702128,竞价额未达到昨日1.5倍
B,600681.SH,百川能源,昨日下跌至少1%,-1.146132,3.47,3.45,3.46,0.289855,152240.0,204036.0,0.746143,0.003284,0.5,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍
B,600666.SH,奥瑞德,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.107345,3.58,3.43,3.48,1.457726,3981120.0,5371450.0,0.741163,0.044482,0.333333,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600132.SH,重庆啤酒,昨日下跌至少1%,-1.15123,38.12,37.78,37.81,0.079407,196612.0,266070.0,0.738948,0.001074,0.088235,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002842.SZ,翔鹭钨业,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.726008,36.39,34.97,35.79,2.344867,9147924.0,12384988.0,0.73863,0.095209,0.577465,竞价额未达到昨日1.5倍
B,600601.SH,方正科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.754941,15.24,14.61,14.85,1.64271,10904355.0,14907600.0,0.731463,0.017608,0.380952,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600863.SH,华能蒙电,昨日下跌至少1%,-2.296451,4.77,4.68,4.68,0.0,768924.0,1051484.0,0.731275,0.002326,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002396.SZ,星网锐捷,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.622457,39.6,38.2,38.18,-0.052356,44304072.0,60586380.0,0.731255,0.153205,-0.014286,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002596.SZ,海南瑞泽,昨日下跌至少1%,-1.179941,3.38,3.35,3.37,0.597015,98741.0,135200.0,0.730333,0.002555,0.666667,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍
B,603817.SH,海峡环保,昨日下跌至少1%,-2.744425,5.8,5.67,5.67,0.0,192213.0,263445.0,0.729613,0.005946,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600023.SH,浙能电力,昨日下跌至少1%,-1.171875,5.11,5.06,5.05,-0.197628,747905.0,1034797.0,0.722755,0.001105,-0.2,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603568.SH,伟明环保,昨日下跌至少1%,-2.192982,13.73,13.38,13.38,0.0,140490.0,194909.0,0.720798,0.000513,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000878.SZ,云南铜业,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.970885,16.83,16.33,16.66,2.020821,5759362.0,8022312.0,0.717918,0.017254,0.66,竞价额未达到昨日1.5倍
B,600879.SH,航天电子,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.261823,14.75,14.26,14.34,0.56101,3060156.0,4280400.0,0.714923,0.006468,0.163265,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000595.SZ,新能股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.499079,5.4,5.24,5.27,0.572519,211854.0,296460.0,0.714612,0.00353,0.1875,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600282.SH,南钢股份,昨日下跌至少1%,-2.37581,4.64,4.52,4.53,0.221239,462966.0,648140.0,0.714299,0.001658,0.083333,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002338.SZ,奥普光电,昨日下跌至少1%,-1.123327,42.2,41.37,41.79,1.015228,660282.0,930720.0,0.709431,0.006583,0.506024,竞价额不足500万；竞价额未达到昨日1.5倍
B,600058.SH,五矿发展,昨日下跌至少1%,-1.639344,9.19,9.0,9.05,0.555556,92310.0,131040.0,0.704441,0.000952,0.263158,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601568.SH,北元化工,昨日下跌至少1%,-1.084011,3.69,3.65,3.66,0.273973,148596.0,211068.0,0.70402,0.001022,0.25,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603615.SH,茶花股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-4.839531,20.29,18.68,18.66,-0.107066,397458.0,564592.0,0.703974,0.008808,-0.012422,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000063.SZ,中兴通讯,昨日下跌至少1%,-1.54464,32.25,31.87,32.04,0.533417,11476728.0,16308669.0,0.703719,0.008894,0.447368,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600988.SH,赤峰黄金,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-4.401408,45.3,43.44,44.31,2.002762,21853692.0,31106328.0,0.702548,0.029641,0.467742,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,605376.SH,博迁新材,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.197961,141.6,135.27,137.79,1.862941,6476130.0,9299100.0,0.696425,0.017966,0.398104,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000426.SZ,兴业银锡,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-5.260274,36.2,34.58,35.5,2.660497,32141700.0,46407075.0,0.692603,0.051003,0.567901,竞价额未达到昨日1.5倍
B,605277.SH,新亚电子,昨日下跌至少1%,-1.349831,17.78,17.54,17.71,0.969213,954569.0,1379430.0,0.692002,0.013957,0.708333,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍
B,601156.SH,东航物流,昨日下跌至少1%,-1.589041,18.35,17.96,17.98,0.111359,172608.0,250025.0,0.690363,0.001016,0.051282,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000680.SZ,山推股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.804671,9.54,9.25,9.25,0.0,986975.0,1430680.0,0.689864,0.008117,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603055.SH,台华新材,昨日下跌至少1%,-1.059322,9.46,9.34,9.35,0.107066,43945.0,63716.0,0.689701,0.000529,0.083333,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603606.SH,东方电缆,昨日下跌至少1%,-1.497504,36.05,35.52,35.52,0.0,2632032.0,3829530.0,0.687299,0.008984,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,605060.SH,联德股份,昨日冲高回落且收于日内下半区,-0.899281,40.22,38.57,39.1,1.374125,191590.0,280800.0,0.682301,0.002051,0.321212,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002885.SZ,京泉华,昨日下跌至少1%,-1.077199,28.27,27.55,27.83,1.016334,1269048.0,1874719.0,0.676927,0.019159,0.388889,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002025.SZ,航天电器,昨日冲高回落且收于日内下半区,3.979534,76.37,73.16,74.1,1.284855,12426570.0,18453102.0,0.673414,0.036949,0.292835,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600255.SH,鑫科材料,昨日下跌至少1%,-3.225806,3.69,3.6,3.65,1.388889,1545045.0,2298521.0,0.672191,0.023437,0.555556,竞价额不足500万；竞价额未达到昨日1.5倍
B,000636.SZ,风华高科,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.29464,59.48,56.65,57.98,2.347749,59655622.0,88877124.0,0.671215,0.089665,0.469965,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,001257.SZ,盛龙股份,昨日下跌至少1%,-1.894918,23.14,22.78,23.01,1.009658,630474.0,939356.0,0.671177,0.020008,0.638889,竞价额不足500万；竞价额未达到昨日1.5倍
B,601857.SH,中国石油,昨日下跌至少1%,-1.757632,10.76,10.62,10.53,-0.847458,7278336.0,10865850.0,0.669836,0.000427,-0.642857,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603693.SH,江苏新能,昨日下跌至少1%,-2.197802,12.73,12.46,12.43,-0.24077,1871958.0,2798750.0,0.668855,0.016893,-0.111111,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002461.SZ,珠江啤酒,昨日下跌至少1%,-1.542112,8.4,8.3,8.32,0.240964,64896.0,98884.0,0.656284,0.000352,0.2,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600292.SH,电投水电,昨日下跌至少1%,-1.508801,11.9,11.75,11.77,0.170213,62381.0,95120.0,0.655814,0.001207,0.133333,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002465.SZ,海格通信,昨日下跌至少1%,-1.857283,10.26,10.04,10.1,0.59761,2168470.0,3332340.0,0.650735,0.008665,0.272727,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603688.SH,石英股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.907081,50.15,48.35,49.13,1.613237,2235415.0,3439800.0,0.649868,0.0084,0.433333,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601600.SH,中国铝业,昨日下跌至少1%,-1.611171,9.31,9.16,9.31,1.637555,13695010.0,21186164.0,0.646413,0.011141,1.0,竞价额未达到昨日1.5倍
B,002077.SZ,大港股份,昨日下跌至少1%,-3.827418,14.22,13.82,14.1,2.026049,7584390.0,11872224.0,0.638835,0.092686,0.7,竞价额未达到昨日1.5倍
B,603619.SH,中曼石油,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-4.56394,21.83,21.12,20.78,-1.609848,9660622.0,15172800.0,0.636707,0.100554,-0.478873,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601168.SH,西部矿业,昨日下跌至少1%,-2.044764,36.29,35.45,36.38,2.623413,18837564.0,29592816.0,0.636559,0.021729,1.107143,竞价额未达到昨日1.5倍
B,000923.SZ,河钢资源,昨日下跌至少1%,-1.28519,16.35,16.13,16.45,1.983881,707350.0,1111566.0,0.636354,0.006848,1.454545,竞价额不足500万；竞价额未达到昨日1.5倍
B,002313.SZ,日海智能,昨日下跌至少1%,-1.080432,8.35,8.24,8.33,1.092233,74137.0,116620.0,0.635714,0.002377,0.818182,竞价额不足500万；竞价额未达到昨日1.5倍
B,002915.SZ,中欣氟材,昨日下跌至少1%,-1.274623,17.31,17.04,17.22,1.056338,289296.0,456456.0,0.633787,0.005582,0.666667,竞价额不足500万；竞价额未达到昨日1.5倍
B,002971.SZ,和远气体,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.756892,40.29,38.8,39.44,1.649485,2074544.0,3280576.0,0.632372,0.03267,0.42953,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000055.SZ,方大集团,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.664921,3.99,3.68,3.71,0.815217,3271849.0,5174478.0,0.632305,0.130487,0.096774,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,605589.SH,圣泉集团,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.65188,42.75,40.38,41.34,2.377415,11860446.0,18817320.0,0.630294,0.033916,0.405063,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603080.SH,新疆火炬,昨日下跌至少1%,-1.885831,19.57,19.25,19.25,0.0,96250.0,152865.0,0.629641,0.003534,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002108.SZ,沧州明珠,昨日下跌至少1%,-2.252252,4.42,4.34,4.37,0.691244,220685.0,351120.0,0.628517,0.003064,0.375,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600618.SH,氯碱化工,昨日下跌至少1%,-1.314459,9.9,9.76,9.77,0.102459,44942.0,71686.0,0.626929,0.000613,0.071429,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601609.SH,金田股份,昨日下跌至少1%,-1.512859,13.34,13.02,13.19,1.305684,1164677.0,1859256.0,0.626421,0.005108,0.53125,竞价额不足500万；竞价额未达到昨日1.5倍
B,001258.SZ,立新能源,昨日下跌至少1%,-1.617251,11.19,10.95,10.95,0.0,1482630.0,2367096.0,0.62635,0.014507,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600310.SH,广西能源,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.541667,4.77,4.63,4.63,0.0,1135276.0,1817825.0,0.624524,0.016729,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,001325.SZ,元创股份,昨日下跌至少1%,-1.113525,36.81,36.41,36.46,0.137325,18230.0,29264.0,0.62295,0.002551,0.125,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600486.SH,扬农化工,昨日下跌至少1%,-1.248109,53.14,52.22,52.51,0.555343,378072.0,607200.0,0.622648,0.001782,0.315217,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002132.SZ,恒星科技,昨日下跌至少1%,-1.398601,4.31,4.23,4.24,0.236407,901424.0,1465464.0,0.615112,0.015195,0.125,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600396.SH,华电辽能,昨日下跌至少1%,-3.247232,13.45,13.11,13.11,0.0,3662934.0,5991480.0,0.611357,0.018972,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601958.SH,金钼股份,昨日下跌至少1%,-2.76699,20.57,20.03,20.34,1.547678,3234060.0,5293360.0,0.610965,0.004928,0.574074,竞价额不足500万；竞价额未达到昨日1.5倍
B,605566.SH,福莱蒽特,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.538071,27.97,26.88,26.77,-0.409226,2088060.0,3426780.0,0.609336,0.058497,-0.100917,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603118.SH,共进股份,昨日下跌至少1%,-2.161215,17.16,16.75,17.08,1.970149,6907152.0,11455031.0,0.60298,0.051367,0.804878,竞价额未达到昨日1.5倍
B,002418.SZ,康盛股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.320675,4.77,4.63,4.73,2.159827,2419868.0,4019920.0,0.601969,0.045019,0.714286,竞价额不足500万；竞价额未达到昨日1.5倍
B,002245.SZ,蔚蓝锂芯,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.047409,18.53,17.95,18.23,1.559889,2849349.0,4735152.0,0.601744,0.009714,0.482759,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,605011.SH,杭州热电,昨日下跌至少1%,-1.971522,18.39,17.9,17.8,-0.558659,2458180.0,4113843.0,0.597539,0.034516,-0.204082,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000021.SZ,深科技,昨日下跌至少1%,-1.906077,36.39,35.51,36.25,2.08392,18284500.0,30680600.0,0.595963,0.031832,0.840909,竞价额未达到昨日1.5倍
B,001299.SZ,美能能源,昨日下跌至少1%,-2.628918,9.89,9.63,9.56,-0.726895,612796.0,1029549.0,0.595208,0.022703,-0.269231,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002017.SZ,东信和平,昨日下跌至少1%,-2.083333,14.45,14.1,14.3,1.41844,900900.0,1516200.0,0.594183,0.010859,0.571429,竞价额不足500万；竞价额未达到昨日1.5倍
B,600478.SH,科力远,昨日下跌至少1%,-1.698514,4.74,4.63,4.65,0.431965,255750.0,430520.0,0.594049,0.003247,0.181818,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600141.SH,兴发集团,昨日下跌至少1%,-1.188859,29.68,29.09,29.28,0.653145,2600064.0,4377360.0,0.59398,0.007424,0.322034,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002819.SZ,东方中科,昨日下跌至少1%,-1.35514,21.55,21.11,21.38,1.279015,100486.0,169200.0,0.593889,0.00199,0.613636,竞价额不足500万；竞价额未达到昨日1.5倍
B,603435.SH,嘉德利,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.968423,50.37,47.81,48.55,1.547793,728250.0,1228315.0,0.592885,0.042032,0.289062,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,605296.SH,神农集团,昨日下跌至少1%,-1.270802,33.3,32.63,32.5,-0.398406,247000.0,416934.0,0.59242,0.001467,-0.19403,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002298.SZ,中电鑫龙,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.309693,8.48,8.18,8.19,0.122249,701064.0,1193688.0,0.587309,0.012866,0.033333,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600316.SH,洪都航空,昨日下跌至少1%,-1.221747,33.25,32.34,32.45,0.340136,305030.0,519680.0,0.586957,0.001311,0.120879,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000750.SZ,国海证券,昨日下跌至少1%,-1.358696,3.68,3.63,3.64,0.275482,471380.0,803370.0,0.586753,0.002234,0.2,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,001232.SZ,嘉立创,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.257848,197.6,189.61,192.19,1.360688,5285225.0,9081700.0,0.581964,0.062208,0.322904,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000905.SZ,厦门港务,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.7897,9.39,9.06,9.08,0.220751,1322956.0,2283808.0,0.579276,0.019641,0.060606,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002213.SZ,大为股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.752535,29.47,28.47,29.0,1.861609,5182300.0,8951150.0,0.578954,0.086411,0.53,竞价额未达到昨日1.5倍
B,002669.SZ,康达新材,昨日下跌至少1%,-2.470007,14.15,13.82,14.0,1.30246,3584000.0,6202240.0,0.577856,0.084567,0.545455,竞价额不足500万；竞价额未达到昨日1.5倍
B,605117.SH,德业股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.608083,85.87,82.9,83.88,1.182147,1736316.0,3008200.0,0.577194,0.001626,0.329966,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601199.SH,江南水务,昨日下跌至少1%,-2.398801,6.66,6.51,6.5,-0.15361,568100.0,995163.0,0.570861,0.009345,-0.066667,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600192.SH,长城电工,昨日下跌至少1%,-2.695764,7.79,7.58,7.7,1.583113,2005080.0,3519522.0,0.569702,0.058948,0.571429,竞价额不足500万；竞价额未达到昨日1.5倍
B,002471.SZ,中超控股,昨日下跌至少1%,-1.811594,5.51,5.42,5.45,0.553506,231080.0,407712.0,0.566773,0.003155,0.333333,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
